loan_id,loan_date,borrower_segment,requested_amount,duration_months,declared_monthly_income,upi_30d_inflow,upi_90d_inflow,upi_transaction_count,upi_stability_score,utility_on_time_ratio,utility_missed_payment_count,telecom_recharge_regularity,gst_turnover,gst_filing_regularity,ecommerce_settlement_amount,ecommerce_settlement_stability,mobility_usage_consistency,income_volatility,repayment_outcome_known,repayment_default_target,data_provenance
9000374,1994-11-14,gig_worker,39813.91,24,31669.3,9139.63,27418.88,76,0.8553,0.8472,0,0.8177,0.0,0.0569,0.0,0.1092,0.5932,0.1435,True,0,SYNTHETIC_SHOWCASE_ONLY
9000375,1997-06-07,gig_worker,79518.65,9,19187.33,7414.15,22242.44,161,0.9112,0.8175,3,0.6957,0.0,0.0311,0.0,0.1337,0.7777,0.1191,True,1,SYNTHETIC_SHOWCASE_ONLY
9000376,1993-06-22,gig_worker,48940.95,36,31522.27,12615.33,37845.99,172,0.6988,0.8589,0,0.4612,0.0,0.2263,0.0,0.1606,0.2839,0.2811,True,0,SYNTHETIC_SHOWCASE_ONLY
9000377,1996-09-07,gig_worker,21089.36,18,22343.82,6216.82,18650.46,73,0.6363,0.9134,0,0.6247,0.0,0.1642,0.0,0.2596,0.5492,0.3322,True,0,SYNTHETIC_SHOWCASE_ONLY
9000378,1996-09-25,small_merchant,63198.25,36,16213.7,5263.83,15791.48,52,0.7562,0.8574,0,0.6758,43681.9,0.8152,15021.31,0.6494,0.5454,0.066,True,0,SYNTHETIC_SHOWCASE_ONLY
9000379,1994-11-25,small_merchant,130958.31,24,39978.06,8492.56,25477.67,157,0.9886,0.7518,0,0.9645,147019.68,0.9528,1143.29,0.8689,0.6978,0.0171,True,0,SYNTHETIC_SHOWCASE_ONLY
9000380,1994-04-25,gig_worker,96844.29,18,41465.34,16306.03,48918.1,277,0.6612,0.8671,0,0.8839,0.0,0.4654,0.0,0.1588,0.9113,0.3921,True,0,SYNTHETIC_SHOWCASE_ONLY
9000381,1993-01-10,gig_worker,161072.11,12,44153.59,15114.95,45344.84,19,0.8671,0.5905,4,0.8936,0.0,0.5284,0.0,0.3631,0.8211,0.1352,True,1,SYNTHETIC_SHOWCASE_ONLY
9000382,1997-09-07,gig_worker,96393.75,6,20909.37,4446.89,13340.67,19,0.6491,0.8234,0,0.6887,0.0,0.5095,0.0,0.3088,0.6507,0.4268,True,1,SYNTHETIC_SHOWCASE_ONLY
9000383,1997-09-27,small_merchant,37008.71,12,49318.46,14457.25,43371.76,120,0.635,0.8317,0,0.8489,161377.61,0.9242,4859.67,0.7365,0.6969,0.4781,True,0,SYNTHETIC_SHOWCASE_ONLY
9000384,1994-03-17,small_merchant,74273.81,24,22093.53,4200.67,12602.0,155,0.771,0.8187,0,0.6683,88272.7,0.8475,2904.9,0.4789,0.6088,0.1166,True,0,SYNTHETIC_SHOWCASE_ONLY
9000385,1993-02-28,small_merchant,59771.56,24,38316.67,14203.42,42610.27,184,0.8034,0.9185,0,0.6424,90049.57,0.8111,2306.29,0.7781,0.7892,0.1998,True,0,SYNTHETIC_SHOWCASE_ONLY
9000386,1993-08-13,gig_worker,58856.15,6,21910.51,4340.05,13020.15,63,0.9608,0.7596,1,0.8899,0.0,0.3809,0.0,0.364,0.9258,0.0,True,0,SYNTHETIC_SHOWCASE_ONLY
9000387,1993-05-04,gig_worker,61997.53,12,25145.85,4752.06,14256.18,238,0.7808,0.6595,1,0.7958,0.0,0.1128,0.0,0.1204,0.6647,0.2509,True,1,SYNTHETIC_SHOWCASE_ONLY
9000388,1997-02-26,first_time_borrower,20284.2,18,8758.63,3331.39,9994.16,203,0.9267,0.792,2,0.7605,0.0,0.2984,0.0,0.204,0.4158,0.1214,True,0,SYNTHETIC_SHOWCASE_ONLY
9000389,1997-06-17,gig_worker,34821.61,12,24222.6,7674.4,23023.2,43,0.7047,0.6325,0,0.9378,0.0,0.1938,0.0,0.0514,0.6033,0.3575,True,0,SYNTHETIC_SHOWCASE_ONLY
9000390,1993-10-07,gig_worker,120856.86,9,29251.41,7990.19,23970.58,140,0.5775,0.7749,0,0.7397,0.0,0.1146,0.0,0.0861,0.6795,0.4743,True,1,SYNTHETIC_SHOWCASE_ONLY
9000391,1996-09-25,gig_worker,52201.56,9,22997.39,5747.94,17243.83,68,0.7375,0.7268,0,0.6776,0.0,0.3444,0.0,0.1391,0.6043,0.278,True,1,SYNTHETIC_SHOWCASE_ONLY
9000392,1993-11-24,first_time_borrower,292968.76,18,65051.21,14993.05,44979.14,58,0.7728,0.7292,1,0.7553,0.0,0.3041,0.0,0.4133,0.9093,0.3444,True,1,SYNTHETIC_SHOWCASE_ONLY
9000393,1994-11-02,informal_worker,34625.11,18,16026.13,4455.56,13366.69,22,0.8009,0.6894,1,0.6856,0.0,0.1542,0.0,0.1412,0.708,0.1651,True,1,SYNTHETIC_SHOWCASE_ONLY
9000394,1995-12-31,informal_worker,91750.8,24,21363.54,7465.24,22395.72,30,0.6753,0.5657,1,0.5366,0.0,0.1007,0.0,0.1148,0.7412,0.2926,True,0,SYNTHETIC_SHOWCASE_ONLY
9000395,1996-08-07,first_time_borrower,54327.34,12,18135.4,4675.48,14026.45,168,0.3404,0.6889,1,0.7271,0.0,0.0415,0.0,0.3701,0.7829,0.6088,True,1,SYNTHETIC_SHOWCASE_ONLY
9000396,1997-05-16,gig_worker,49062.11,9,21361.53,8827.54,26482.61,186,0.6348,0.3981,0,0.8235,0.0,0.1688,0.0,0.3375,0.5177,0.3563,True,1,SYNTHETIC_SHOWCASE_ONLY
9000397,1993-03-23,first_time_borrower,169865.18,24,45937.55,12860.97,38582.91,193,0.8467,0.6876,0,0.6844,0.0,0.254,0.0,0.2325,0.7085,0.113,True,1,SYNTHETIC_SHOWCASE_ONLY
9000398,1993-12-25,gig_worker,231171.08,36,56920.74,11475.28,34425.84,121,0.9078,0.7097,1,0.5072,0.0,0.4939,0.0,0.4418,0.6805,0.2308,True,0,SYNTHETIC_SHOWCASE_ONLY
9000399,1994-05-28,informal_worker,54481.79,12,20001.84,4448.83,13346.5,68,0.5293,0.716,1,0.6678,0.0,0.1492,0.0,0.2869,0.817,0.6298,True,1,SYNTHETIC_SHOWCASE_ONLY
9000400,1994-07-21,small_merchant,48917.13,24,19789.69,3902.01,11706.03,232,0.8175,0.8563,1,0.7181,32083.05,0.6825,20549.98,0.3827,0.7006,0.1946,True,0,SYNTHETIC_SHOWCASE_ONLY
9000401,1997-12-28,small_merchant,50461.49,24,16067.25,4546.53,13639.59,47,0.7996,0.9516,0,0.8381,57503.64,0.7929,23942.23,0.7393,0.598,0.0717,True,0,SYNTHETIC_SHOWCASE_ONLY
9000402,1996-11-20,first_time_borrower,166407.66,36,52416.5,19686.92,59060.76,86,0.6196,0.8531,1,0.6192,0.0,0.1475,0.0,0.4548,0.6976,0.4005,True,0,SYNTHETIC_SHOWCASE_ONLY
9000403,1994-08-09,gig_worker,118552.76,12,47956.13,17351.97,52055.9,237,0.5987,0.921,0,0.8511,0.0,0.432,0.0,0.2573,0.8479,0.4379,True,0,SYNTHETIC_SHOWCASE_ONLY
9000404,1997-11-10,first_time_borrower,104681.03,9,26611.23,8488.42,25465.26,268,0.6262,0.8554,1,0.8503,0.0,0.59,0.0,0.1757,0.8471,0.4047,True,1,SYNTHETIC_SHOWCASE_ONLY
9000405,1995-07-01,small_merchant,33791.83,9,14326.01,3397.36,10192.08,41,0.5139,0.8143,1,0.5811,24702.27,0.8389,3406.89,0.649,0.7063,0.3814,True,0,SYNTHETIC_SHOWCASE_ONLY
9000406,1995-07-04,informal_worker,38779.68,24,14954.41,5161.71,15485.13,24,0.4325,0.9937,0,0.6426,0.0,0.2609,0.0,0.1796,0.8164,0.6139,True,1,SYNTHETIC_SHOWCASE_ONLY
9000407,1995-03-03,first_time_borrower,99174.04,24,30389.79,10141.39,30424.18,48,0.6548,0.7922,0,0.9409,0.0,0.463,0.0,0.4979,0.7221,0.4103,True,0,SYNTHETIC_SHOWCASE_ONLY
9000408,1993-09-20,gig_worker,180130.96,12,36448.0,10829.91,32489.72,214,0.786,0.8731,1,0.8942,0.0,0.2549,0.0,0.5267,0.4702,0.2281,True,1,SYNTHETIC_SHOWCASE_ONLY
9000409,1997-09-03,first_time_borrower,18144.47,6,10385.96,3140.41,9421.24,130,0.7835,0.5403,1,0.9206,0.0,0.5119,0.0,0.2589,0.6262,0.353,True,1,SYNTHETIC_SHOWCASE_ONLY
9000410,1993-01-26,small_merchant,38891.18,6,23998.13,6980.7,20942.11,147,0.6823,0.8541,0,0.8993,95992.6,0.6701,34353.51,0.6951,0.8509,0.1759,True,0,SYNTHETIC_SHOWCASE_ONLY
9000411,1993-11-15,informal_worker,83918.01,18,60884.98,13144.77,39434.3,71,0.7912,0.6813,1,0.8183,0.0,0.1275,0.0,0.1322,0.8937,0.231,True,0,SYNTHETIC_SHOWCASE_ONLY
9000412,1994-02-24,gig_worker,91653.16,36,25224.11,8522.36,25567.09,138,0.8405,0.6715,0,0.7037,0.0,0.063,0.0,0.5324,0.65,0.1155,True,0,SYNTHETIC_SHOWCASE_ONLY
9000413,1994-05-25,small_merchant,147447.91,12,57238.73,11448.79,34346.38,37,0.6712,0.9188,0,0.8726,246090.08,0.8531,66499.33,0.592,0.9274,0.3249,True,0,SYNTHETIC_SHOWCASE_ONLY
9000414,1993-08-29,informal_worker,88317.39,18,38234.82,11978.41,35935.23,185,0.8099,0.6468,3,0.7636,0.0,0.1526,0.0,0.2725,0.8008,0.2348,True,1,SYNTHETIC_SHOWCASE_ONLY
9000415,1993-02-02,small_merchant,24925.21,18,16639.02,6112.96,18338.89,191,0.6915,0.6824,1,0.9249,31474.72,0.7949,2624.96,0.6089,0.4701,0.2792,True,1,SYNTHETIC_SHOWCASE_ONLY
9000416,1996-05-22,gig_worker,109997.48,24,24330.3,6562.43,19687.28,118,0.7411,0.9487,0,0.8819,0.0,0.2099,0.0,0.3198,0.775,0.2968,True,0,SYNTHETIC_SHOWCASE_ONLY
9000417,1997-11-05,gig_worker,67121.84,24,26322.69,9955.11,29865.32,243,0.7247,0.8824,0,0.6947,0.0,0.2704,0.0,0.1235,0.6875,0.3032,True,0,SYNTHETIC_SHOWCASE_ONLY
9000418,1993-08-11,first_time_borrower,58030.33,12,17725.41,4477.28,13431.84,103,0.8661,0.8732,0,0.6951,0.0,0.1106,0.0,0.1743,0.6661,0.1395,True,0,SYNTHETIC_SHOWCASE_ONLY
9000419,1994-06-26,gig_worker,19250.58,18,17578.35,6783.24,20349.71,31,0.9122,0.9849,0,0.579,0.0,0.2917,0.0,0.2806,0.6142,0.0945,True,0,SYNTHETIC_SHOWCASE_ONLY
9000420,1995-07-14,informal_worker,62044.16,24,57711.33,23740.03,71220.08,263,0.9035,0.8955,0,0.8631,0.0,0.3656,0.0,0.1882,0.9466,0.1732,True,0,SYNTHETIC_SHOWCASE_ONLY
9000421,1997-08-21,first_time_borrower,15699.96,36,17515.24,5562.8,16688.39,276,0.8576,0.8247,0,0.7762,0.0,0.1351,0.0,0.0637,0.7663,0.1422,True,0,SYNTHETIC_SHOWCASE_ONLY
9000422,1996-06-21,gig_worker,104136.57,18,46986.19,18674.19,56022.58,99,0.645,0.7496,0,0.4641,0.0,0.6431,0.0,0.095,0.662,0.2634,True,1,SYNTHETIC_SHOWCASE_ONLY
9000423,1996-10-31,gig_worker,60871.82,9,22707.42,6245.08,18735.23,57,0.8875,0.7047,0,0.6665,0.0,0.098,0.0,0.3504,0.5922,0.1122,True,0,SYNTHETIC_SHOWCASE_ONLY
9000424,1995-11-28,informal_worker,46357.98,18,27657.52,10302.67,30908.02,44,0.6895,0.8709,1,0.6968,0.0,0.2314,0.0,0.3762,0.6769,0.3244,True,0,SYNTHETIC_SHOWCASE_ONLY
9000425,1995-02-01,gig_worker,78416.34,18,36667.46,9615.3,28845.91,111,0.9599,0.7667,0,0.9219,0.0,0.3374,0.0,0.3536,0.3571,0.0982,True,0,SYNTHETIC_SHOWCASE_ONLY
9000426,1993-12-31,informal_worker,13183.36,12,21007.85,8427.19,25281.56,57,0.7437,0.9557,0,0.7964,0.0,0.1928,0.0,0.4943,0.7075,0.3213,True,0,SYNTHETIC_SHOWCASE_ONLY
9000427,1997-04-28,informal_worker,78873.07,36,36774.28,10371.54,31114.61,105,0.8487,0.8134,1,0.9752,0.0,0.3356,0.0,0.4547,0.4999,0.1711,True,0,SYNTHETIC_SHOWCASE_ONLY
9000428,1997-01-08,informal_worker,11788.53,12,10484.71,4162.85,12488.54,228,0.4777,0.6985,2,0.6355,0.0,0.0676,0.0,0.2795,0.4902,0.5527,True,1,SYNTHETIC_SHOWCASE_ONLY
9000429,1993-02-15,small_merchant,40281.49,36,34579.6,9425.48,28276.45,278,0.8613,0.8718,0,0.3464,90745.66,0.9484,13961.22,0.4208,0.8096,0.2576,True,0,SYNTHETIC_SHOWCASE_ONLY
9000430,1996-07-30,informal_worker,5306.83,12,8561.8,2635.84,7907.53,174,0.7182,0.4964,1,0.5917,0.0,0.3937,0.0,0.3286,0.7569,0.2872,True,1,SYNTHETIC_SHOWCASE_ONLY
9000431,1993-06-04,informal_worker,92009.69,6,25111.3,5438.13,16314.4,153,0.8907,0.5685,1,0.827,0.0,0.4238,0.0,0.146,0.6509,0.1466,True,1,SYNTHETIC_SHOWCASE_ONLY
9000432,1996-09-11,gig_worker,198205.27,18,42192.44,11133.05,33399.15,104,0.6165,0.923,0,0.7099,0.0,0.2258,0.0,0.261,0.7943,0.4256,True,1,SYNTHETIC_SHOWCASE_ONLY
9000433,1997-02-17,small_merchant,125878.75,18,37747.01,7962.73,23888.19,233,0.709,0.9139,0,0.8966,47417.11,0.9159,22077.96,0.5563,0.5873,0.236,True,1,SYNTHETIC_SHOWCASE_ONLY
9000434,1993-08-28,first_time_borrower,15363.42,24,15013.77,4773.72,14321.17,59,0.8351,0.8151,0,0.8611,0.0,0.3128,0.0,0.2361,0.5864,0.1265,True,0,SYNTHETIC_SHOWCASE_ONLY
9000435,1995-03-04,informal_worker,79126.93,18,15970.86,5375.95,16127.86,242,0.7166,0.6443,3,0.8788,0.0,0.5269,0.0,0.3559,0.6967,0.3672,True,1,SYNTHETIC_SHOWCASE_ONLY
9000436,1993-08-14,small_merchant,98431.48,9,20118.54,7619.87,22859.62,272,0.5462,0.64,2,0.7593,78548.76,0.827,16589.82,0.6816,0.6801,0.5154,True,1,SYNTHETIC_SHOWCASE_ONLY
9000437,1995-11-02,small_merchant,81450.99,36,30618.0,6713.35,20140.05,156,0.6997,0.9518,0,0.886,78223.3,0.9629,36567.47,0.4637,0.627,0.3736,True,0,SYNTHETIC_SHOWCASE_ONLY
9000438,1997-08-21,gig_worker,11345.8,18,10557.92,2955.76,8867.28,71,0.7998,0.8381,2,0.7999,0.0,0.3117,0.0,0.2541,0.8021,0.1634,True,0,SYNTHETIC_SHOWCASE_ONLY
9000439,1993-05-28,gig_worker,104926.96,12,27822.84,6440.38,19321.14,206,0.8423,0.6564,1,0.3686,0.0,0.2485,0.0,0.2611,0.4473,0.0753,True,0,SYNTHETIC_SHOWCASE_ONLY
9000440,1994-12-27,gig_worker,157060.7,24,32514.65,8957.03,26871.1,262,0.8582,0.8186,0,0.7909,0.0,0.5278,0.0,0.3251,0.6637,0.241,True,0,SYNTHETIC_SHOWCASE_ONLY
9000441,1997-11-12,first_time_borrower,98414.59,9,24443.07,7434.23,22302.69,201,0.5733,0.98,0,0.6264,0.0,0.742,0.0,0.1306,0.6475,0.3388,True,0,SYNTHETIC_SHOWCASE_ONLY
9000442,1994-07-04,gig_worker,120574.93,9,36030.24,11294.02,33882.07,269,0.9087,0.9425,0,0.7525,0.0,0.4414,0.0,0.3908,0.9335,0.1087,True,0,SYNTHETIC_SHOWCASE_ONLY
9000443,1993-08-30,informal_worker,102490.31,18,31174.24,6054.45,18163.36,209,0.7125,0.848,0,0.7074,0.0,0.298,0.0,0.2019,0.7996,0.2904,True,0,SYNTHETIC_SHOWCASE_ONLY
9000444,1995-06-12,gig_worker,105850.22,18,21589.57,6023.34,18070.01,91,0.485,0.4129,3,0.7357,0.0,0.2099,0.0,0.0943,0.7509,0.6035,True,1,SYNTHETIC_SHOWCASE_ONLY
9000445,1995-07-18,gig_worker,10189.17,18,11054.46,2089.38,6268.13,86,0.8513,0.9051,0,0.7419,0.0,0.1733,0.0,0.1474,0.7936,0.1825,True,0,SYNTHETIC_SHOWCASE_ONLY
9000446,1996-04-25,small_merchant,37554.86,36,29851.73,8767.31,26301.94,173,0.6216,0.8301,0,0.6724,127520.25,0.8696,29296.42,0.73,0.4772,0.3497,True,0,SYNTHETIC_SHOWCASE_ONLY
9000447,1994-07-27,small_merchant,75411.3,12,17720.61,6529.99,19589.98,204,0.8888,0.8138,0,0.754,29411.21,0.9405,2509.35,0.8538,0.5284,0.1772,True,0,SYNTHETIC_SHOWCASE_ONLY
9000448,1997-10-11,informal_worker,26271.88,36,21212.7,7674.76,23024.29,194,0.8145,0.8038,1,0.9327,0.0,0.2687,0.0,0.0231,0.599,0.2245,True,0,SYNTHETIC_SHOWCASE_ONLY
9000449,1995-08-10,first_time_borrower,80576.61,6,35240.08,8110.49,24331.47,32,0.907,0.6971,0,0.785,0.0,0.4867,0.0,0.2862,0.757,0.1407,True,0,SYNTHETIC_SHOWCASE_ONLY
9000450,1994-06-08,first_time_borrower,101649.15,9,55286.27,10829.4,32488.21,17,0.8108,0.8575,0,0.5895,0.0,0.4974,0.0,0.1279,0.3036,0.2377,True,0,SYNTHETIC_SHOWCASE_ONLY
9000451,1997-10-20,gig_worker,45945.31,12,27493.12,11161.41,33484.23,22,0.8987,0.7519,1,0.4609,0.0,0.3933,0.0,0.1736,0.5676,0.1018,True,1,SYNTHETIC_SHOWCASE_ONLY
9000452,1997-08-16,informal_worker,26052.91,6,36530.8,9776.78,29330.35,208,0.5569,0.8884,0,0.8309,0.0,0.1476,0.0,0.5455,0.8053,0.3997,True,0,SYNTHETIC_SHOWCASE_ONLY
9000453,1995-07-01,gig_worker,43272.3,12,13997.16,3477.17,10431.52,83,0.8103,0.831,0,0.8118,0.0,0.077,0.0,0.1713,0.7197,0.1899,True,0,SYNTHETIC_SHOWCASE_ONLY
9000454,1993-02-15,first_time_borrower,74516.89,24,31502.15,8203.79,24611.36,138,0.9045,0.8658,0,0.6848,0.0,0.0818,0.0,0.218,0.7235,0.1735,True,0,SYNTHETIC_SHOWCASE_ONLY
9000455,1995-12-27,small_merchant,82353.48,24,27206.33,7488.44,22465.32,276,0.5575,0.987,0,0.391,110665.86,0.8518,36351.25,0.2022,0.6751,0.6656,True,0,SYNTHETIC_SHOWCASE_ONLY
9000456,1995-10-11,small_merchant,97987.24,24,50513.15,14140.19,42420.58,244,0.8855,0.8747,0,0.5516,174093.77,0.7831,62796.01,0.505,0.9143,0.1143,True,0,SYNTHETIC_SHOWCASE_ONLY
9000457,1993-09-28,gig_worker,102445.77,6,21601.97,7661.33,22983.99,70,0.5604,0.8858,1,0.5453,0.0,0.1659,0.0,0.1326,0.7843,0.2838,True,1,SYNTHETIC_SHOWCASE_ONLY
9000458,1996-03-03,gig_worker,79835.76,24,24933.65,7318.42,21955.27,98,0.5563,0.7345,3,0.9275,0.0,0.034,0.0,0.3524,0.5041,0.365,True,0,SYNTHETIC_SHOWCASE_ONLY
9000459,1997-03-16,gig_worker,224783.85,12,46545.74,18013.92,54041.77,242,0.8866,0.7854,1,0.7525,0.0,0.5431,0.0,0.3436,0.6022,0.1284,True,0,SYNTHETIC_SHOWCASE_ONLY
9000460,1993-07-13,first_time_borrower,57331.28,24,26789.99,5850.14,17550.42,49,0.8574,0.7486,3,0.7015,0.0,0.3358,0.0,0.2539,0.6171,0.1916,True,0,SYNTHETIC_SHOWCASE_ONLY
9000461,1996-08-13,informal_worker,10032.06,24,16444.0,4860.25,14580.76,192,0.8026,0.8891,0,0.611,0.0,0.0045,0.0,0.0831,0.6812,0.2546,True,0,SYNTHETIC_SHOWCASE_ONLY
9000462,1993-09-14,first_time_borrower,300000.0,9,95296.06,38465.09,115395.27,161,0.2296,0.8782,1,0.8909,0.0,0.2931,0.0,0.6032,0.8103,0.7628,True,1,SYNTHETIC_SHOWCASE_ONLY
9000463,1996-09-29,gig_worker,70750.06,18,16684.5,4469.29,13407.88,279,0.9142,0.9528,0,0.6301,0.0,0.1686,0.0,0.1531,0.5798,0.3721,True,0,SYNTHETIC_SHOWCASE_ONLY
9000464,1995-02-05,informal_worker,23297.38,36,27143.79,9770.5,29311.49,21,0.9665,0.5046,0,0.7136,0.0,0.1882,0.0,0.0489,0.6338,0.0414,True,0,SYNTHETIC_SHOWCASE_ONLY
9000465,1993-01-12,gig_worker,110836.93,12,33069.61,8863.98,26591.93,32,0.588,0.874,1,0.6961,0.0,0.3114,0.0,0.0961,0.7105,0.3718,True,1,SYNTHETIC_SHOWCASE_ONLY
9000466,1997-10-31,small_merchant,111702.98,24,31838.01,12492.6,37477.8,113,0.5917,0.6552,3,0.6414,110106.29,0.7742,3216.36,0.925,0.683,0.356,True,1,SYNTHETIC_SHOWCASE_ONLY
9000467,1993-10-31,small_merchant,31728.95,36,25562.53,9564.65,28693.95,77,0.8245,0.5677,0,0.7286,95116.54,0.6921,38133.9,0.5735,0.5644,0.2463,True,0,SYNTHETIC_SHOWCASE_ONLY
9000468,1995-12-25,gig_worker,77668.34,12,25623.75,7935.13,23805.39,49,0.8623,0.8494,1,0.6186,0.0,0.3182,0.0,0.2772,0.472,0.128,True,0,SYNTHETIC_SHOWCASE_ONLY
9000469,1993-11-28,small_merchant,41775.32,12,25014.04,9990.51,29971.54,134,0.6603,0.9319,0,0.9785,33205.42,0.9331,24105.95,0.8101,0.9097,0.4006,True,0,SYNTHETIC_SHOWCASE_ONLY
9000470,1997-08-31,gig_worker,11019.16,12,16388.11,3832.48,11497.43,227,0.8603,0.9492,3,0.7659,0.0,0.3115,0.0,0.4841,0.7548,0.1427,True,0,SYNTHETIC_SHOWCASE_ONLY
9000471,1996-09-10,small_merchant,300000.0,24,78595.13,21363.43,64090.29,34,0.8255,0.9935,0,0.8225,248521.2,0.9438,94861.83,0.7736,0.6427,0.1506,True,0,SYNTHETIC_SHOWCASE_ONLY
9000472,1997-01-08,informal_worker,69622.79,12,25194.08,8051.98,24155.95,171,0.7851,0.9035,0,0.6231,0.0,0.33,0.0,0.1341,0.6965,0.072,True,0,SYNTHETIC_SHOWCASE_ONLY
9000473,1995-02-28,gig_worker,150632.99,18,37290.23,15297.49,45892.47,235,0.9187,0.7589,1,0.8519,0.0,0.7365,0.0,0.1252,0.771,0.0765,True,0,SYNTHETIC_SHOWCASE_ONLY
9000474,1995-05-04,first_time_borrower,90151.18,12,23844.92,8188.34,24565.03,140,0.8666,0.8026,1,0.8193,0.0,0.2494,0.0,0.0771,0.8716,0.1356,True,0,SYNTHETIC_SHOWCASE_ONLY
9000475,1996-03-04,small_merchant,117425.15,36,23615.85,5405.79,16217.37,17,0.5277,0.7301,0,0.9636,36187.18,0.8171,23583.44,0.4848,0.7758,0.5834,True,1,SYNTHETIC_SHOWCASE_ONLY
9000476,1996-12-03,informal_worker,56861.72,24,22501.72,7327.47,21982.42,68,0.8398,0.7242,1,0.7426,0.0,0.2311,0.0,0.1117,0.7383,0.2225,True,0,SYNTHETIC_SHOWCASE_ONLY
9000477,1997-03-27,informal_worker,33017.24,18,13306.84,2614.5,7843.51,109,0.7213,0.8102,1,0.7523,0.0,0.5685,0.0,0.2527,0.7377,0.3501,True,0,SYNTHETIC_SHOWCASE_ONLY
9000478,1993-02-02,informal_worker,47690.02,36,25922.37,5189.98,15569.94,129,0.5371,0.724,0,0.9317,0.0,0.2106,0.0,0.3868,0.9687,0.5185,True,1,SYNTHETIC_SHOWCASE_ONLY
9000479,1996-04-26,informal_worker,77168.75,24,23030.99,8415.93,25247.8,251,0.717,0.8675,0,0.7441,0.0,0.4093,0.0,0.0917,0.6634,0.1967,True,0,SYNTHETIC_SHOWCASE_ONLY
9000480,1993-07-19,first_time_borrower,134570.85,36,49133.26,13294.06,39882.17,77,0.4088,0.7213,2,0.8374,0.0,0.5235,0.0,0.4601,0.696,0.5796,True,1,SYNTHETIC_SHOWCASE_ONLY
9000481,1994-06-10,informal_worker,60010.01,9,15764.94,2993.94,8981.81,154,0.7658,0.5798,3,0.7578,0.0,0.4421,0.0,0.0615,0.8011,0.229,True,1,SYNTHETIC_SHOWCASE_ONLY
9000482,1997-02-23,gig_worker,46029.36,12,21224.88,7356.5,22069.5,47,0.8049,0.978,0,0.8872,0.0,0.1694,0.0,0.4333,0.6102,0.2579,True,0,SYNTHETIC_SHOWCASE_ONLY
9000483,1994-04-03,gig_worker,21388.02,24,18191.48,4360.71,13082.12,61,0.5733,0.8036,0,0.7595,0.0,0.1638,0.0,0.6709,0.7077,0.387,True,0,SYNTHETIC_SHOWCASE_ONLY
9000484,1996-12-25,informal_worker,245923.87,12,55958.99,17873.55,53620.64,154,0.6919,0.9647,1,0.8931,0.0,0.2367,0.0,0.1782,0.693,0.3058,True,0,SYNTHETIC_SHOWCASE_ONLY
9000485,1995-04-26,gig_worker,78277.08,12,18446.75,5012.48,15037.45,186,0.62,0.8895,1,0.9143,0.0,0.322,0.0,0.2866,0.4737,0.3053,True,1,SYNTHETIC_SHOWCASE_ONLY
9000486,1994-03-01,gig_worker,78646.93,24,36675.48,12038.11,36114.34,232,0.7205,0.8212,0,0.3595,0.0,0.0364,0.0,0.1558,0.315,0.2386,True,0,SYNTHETIC_SHOWCASE_ONLY
9000487,1994-09-03,gig_worker,162258.66,18,44606.61,8914.47,26743.41,252,0.6543,0.8939,0,0.9493,0.0,0.471,0.0,0.2525,0.6439,0.3893,True,0,SYNTHETIC_SHOWCASE_ONLY
9000488,1995-08-28,small_merchant,72216.95,12,26103.4,6274.82,18824.47,114,0.559,0.8323,0,0.8516,60484.76,0.7707,4884.25,0.5938,0.4169,0.3923,True,1,SYNTHETIC_SHOWCASE_ONLY
9000489,1996-10-29,gig_worker,57089.18,12,14459.26,4019.76,12059.27,43,0.7772,0.5905,1,0.7072,0.0,0.6221,0.0,0.4883,0.565,0.2928,True,1,SYNTHETIC_SHOWCASE_ONLY
9000490,1996-01-12,informal_worker,33700.2,12,14547.38,4179.21,12537.64,258,0.4663,0.6736,0,0.8268,0.0,0.0887,0.0,0.3229,0.5581,0.4081,True,1,SYNTHETIC_SHOWCASE_ONLY
9000491,1997-09-01,informal_worker,125086.2,9,42304.41,13034.65,39103.96,225,0.7192,0.786,0,0.6892,0.0,0.6447,0.0,0.1597,0.9034,0.2508,True,1,SYNTHETIC_SHOWCASE_ONLY
9000492,1997-05-04,first_time_borrower,13062.6,12,15288.78,3015.24,9045.71,90,0.6536,0.8224,2,0.8967,0.0,0.3522,0.0,0.3215,0.4532,0.3732,True,0,SYNTHETIC_SHOWCASE_ONLY
9000493,1996-10-07,small_merchant,46288.75,18,33797.18,11060.6,33181.81,173,0.9812,0.7877,2,0.8328,53291.5,0.9595,17774.03,0.6808,0.4319,0.1419,True,0,SYNTHETIC_SHOWCASE_ONLY
9000494,1996-01-07,small_merchant,119495.6,24,29579.81,10910.64,32731.92,21,0.7485,0.8362,0,0.6497,107298.17,0.8473,9421.11,0.5858,0.8253,0.2488,True,0,SYNTHETIC_SHOWCASE_ONLY
9000495,1994-06-14,small_merchant,76471.32,12,33556.42,10253.33,30759.99,241,0.1669,0.5351,3,0.9055,102278.46,0.9865,42477.16,0.7619,0.7306,0.8613,True,1,SYNTHETIC_SHOWCASE_ONLY
9000496,1995-01-24,small_merchant,26491.33,12,35112.78,9117.23,27351.7,209,0.8145,0.7407,0,0.799,42199.49,0.7882,45353.11,0.3029,0.5623,0.19,True,0,SYNTHETIC_SHOWCASE_ONLY
